Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldDays;MaxHoldBars;BarsHeld
2025-10-10 10:00:00+02:00;2,436854839324951;2025-10-10 12:00:00+02:00;2,436699390411377;3200,0;6,4;Time exit (2 bars);-6,604130551976292;15993,395869448024;Long;2;2;2
2025-10-10 15:00:00+02:00;2,439788818359375;2025-10-10 17:00:00+02:00;2,3609869480133057;3198,679173889605;6,39735834777921;Time exit (2 bars);-109,71035808068999;15883,685511367334;Long;2;2;2
2025-10-12 16:00:00+02:00;2,114553213119507;2025-10-12 18:00:00+02:00;2,1660289764404297;3176,737102273467;6,353474204546934;Time exit (2 bars);70,9796315290194;15954,665142896352;Long;2;2;2
2025-10-13 04:00:00+02:00;2,2022600173950195;2025-10-13 06:00:00+02:00;2,2208075523376465;3190,9330285792703;6,381866057158541;Time exit (2 bars);20,49231836233757;15975,15746125869;Long;2;2;2
2025-10-13 08:00:00+02:00;2,243947505950928;2025-10-13 10:00:00+02:00;2,279043436050415;3195,031492251738;6,390062984503476;Time exit (2 bars);43,58107119771405;16018,738532456404;Long;2;2;2
2025-10-13 15:00:00+02:00;2,24910044670105;2025-10-13 17:00:00+02:00;2,237584114074707;3203,747706491281;6,407495412982562;Time exit (2 bars);-22,81202029445421;15995,92651216195;Long;2;2;2
2025-10-13 18:00:00+02:00;2,2441952228546143;2025-10-13 20:00:00+02:00;2,2560977935791016;3199,18530243239;6,39837060486478;Time exit (2 bars);10,569194843610763;16006,49570700556;Long;2;2;2
2025-10-14 22:00:00+02:00;2,1485376358032227;2025-10-15 00:00:00+02:00;2,153911590576172;3201,299141401112;6,4025982828022245;Time exit (2 bars);1,604539462373567;16008,100246467935;Long;2;2;2
2025-10-15 04:00:00+02:00;2,1637277603149414;2025-10-15 06:00:00+02:00;2,150583505630493;3201,620049293587;6,403240098587173;Time exit (2 bars);-25,852502664144524;15982,247743803791;Long;2;2;2
2025-10-18 02:00:00+02:00;1,981407642364502;2025-10-18 04:00:00+02:00;1,9923808574676516;3196,4495487607583;6,392899097521517;Time exit (2 bars);11,309328205417742;15993,55707200921;Long;2;2;2
