Indicator;Symbol;Direction;ATRMult;Trades;WinRate;FinalEquity;PnL;PnL%;MaxDrawdown;HTF
mama;ETH/EUR;Long;1.5;195;11.282051282051283;14166.23433308642;166.23433308642052;1.1873880934744323;149.66210314885575;4h
mama;ETH/EUR;Long;2.0;195;13.333333333333334;14426.562053402384;426.56205340238375;3.0468718100170267;103.93358240050657;4h
mama;XRP/EUR;Long;None;215;10.69767441860465;14330.969629067271;330.96962906727094;2.364068779051935;108.38936038170868;4h
mama;XRP/EUR;Long;1.0;215;5.116279069767442;13308.965790037702;-691.0342099622976;-4.93595864258784;770.0828607661733;4h
mama;XRP/EUR;Long;1.5;215;8.837209302325581;13791.987159633658;-208.01284036634206;-1.485806002616729;370.62349613454353;4h
mama;XRP/EUR;Long;2.0;215;10.69767441860465;14301.255470829015;301.2554708290154;2.1518247916358244;121.151914763268;4h
mama;LINK/EUR;Long;None;184;11.41304347826087;14438.443174345053;438.4431743450532;3.131736959607523;89.73821280571792;4h
mama;LINK/EUR;Long;1.0;184;3.804347826086957;13551.741078592544;-448.258921407456;-3.2018494386246856;522.6972711043654;4h
mama;LINK/EUR;Long;1.5;184;9.239130434782608;14029.313507504537;29.313507504537483;0.209382196460982;235.2627314284673;4h
mama;LINK/EUR;Long;2.0;184;10.326086956521738;14145.921528709805;145.921528709805;1.042296633641464;208.0848771099827;4h
mama;LUNC/USDT;Long;None;203;15.270935960591133;14466.791855892578;466.7918558925776;3.3342275420898395;102.6358229572379;4h
mama;LUNC/USDT;Long;1.0;203;4.926108374384237;13462.163317990853;-537.8366820091469;-3.841690585779621;620.375398360171;4h
mama;LUNC/USDT;Long;1.5;203;11.330049261083744;13939.997086883823;-60.0029131161773;-0.42859223654412354;266.0267850191867;4h
mama;LUNC/USDT;Long;2.0;203;14.285714285714285;14368.945230259122;368.9452302591217;2.635323073279441;122.42017480434697;4h
mama;SOL/EUR;Long;None;198;14.14141414141414;14334.168684841547;334.16868484154656;2.3869191774396183;96.22877203581265;4h
mama;SOL/EUR;Long;1.0;198;1.5151515151515151;13134.349281520035;-865.6507184799648;-6.183219417714034;857.6790724449766;4h
mama;SOL/EUR;Long;1.5;198;9.595959595959595;13603.983977650114;-396.01602234988604;-2.8286858739277574;394.7261346444229;4h
mama;SOL/EUR;Long;2.0;198;12.626262626262626;14028.196725041515;28.196725041514583;0.2014051788679613;235.85570102556812;4h
mama;SUI/EUR;Long;None;210;15.238095238095239;14391.648833813624;391.64883381362415;2.7974916700973154;99.91760991050069;4h
mama;SUI/EUR;Long;1.0;210;5.714285714285714;13519.002056878091;-480.997943121909;-3.4356995937279216;580.0678988707896;4h
mama;SUI/EUR;Long;1.5;210;11.904761904761903;14108.314473051218;108.31447305121765;0.7736748075086974;150.59627806583558;4h
mama;SUI/EUR;Long;2.0;210;14.285714285714285;14263.868028574414;263.868028574414;1.8847716326743855;122.36725611175825;4h
mama;TNSR/USDC;Long;None;178;12.921348314606742;14404.536080463293;404.5360804632928;2.889543431880663;81.36269908911163;4h
mama;TNSR/USDC;Long;1.0;178;2.8089887640449436;13639.695189018963;-360.304810981037;-2.573605792721693;352.6618152834835;4h
mama;TNSR/USDC;Long;1.5;178;7.303370786516854;13920.46860605291;-79.53139394709069;-0.5680813853363621;176.6960327034758;4h
mama;TNSR/USDC;Long;2.0;178;11.797752808988763;14224.875607227941;224.87560722794115;1.6062543373424367;119.49339274251724;4h
mama;ZEC/USDC;Long;None;194;9.793814432989691;14378.325642227594;378.32564222759356;2.7023260159113827;91.2789228071415;4h
mama;ZEC/USDC;Long;1.0;194;2.5773195876288657;13338.566414538098;-661.4335854619021;-4.724525610442158;743.9516156944937;4h
mama;ZEC/USDC;Long;1.5;194;6.701030927835052;14079.886599245434;79.8865992454339;0.5706185660388136;163.71555972908027;4h
mama;ZEC/USDC;Long;2.0;194;8.762886597938143;14271.559869520286;271.55986952028616;1.9397133537163298;117.97684421502163;4h
jma;BTC/EUR;Long;None;490;11.020408163265307;13743.92381136806;-256.07618863193966;-1.8291156330852834;386.6437141199385;6h
jma;BTC/EUR;Long;1.0;490;3.877551020408163;12466.661657220657;-1533.3383427793433;-10.952416734138167;1535.897781043288;6h
jma;BTC/EUR;Long;1.5;490;8.979591836734693;13217.296364270567;-782.7036357294328;-5.5907402552102345;872.9582332711598;6h
jma;BTC/EUR;Long;2.0;490;10.612244897959183;13590.19157096345;-409.80842903654957;-2.9272030645467826;539.6499614284803;6h
jma;ETH/EUR;Long;None;476;13.655462184873949;13812.188231903987;-187.8117680960131;-1.3415126292572366;325.5458356623403;6h
jma;ETH/EUR;Long;1.0;476;5.2521008403361344;12586.061831695843;-1413.9381683041574;-10.099558345029697;1515.490316753956;6h
jma;ETH/EUR;Long;1.5;476;11.134453781512606;13368.461604490521;-631.5383955094785;-4.510988539353418;758.4188037066233;6h
jma;ETH/EUR;Long;2.0;476;13.445378151260504;13738.252928128086;-261.74707187191416;-1.8696219419422442;399.16746617639546;6h
jma;XRP/EUR;Long;None;463;13.174946004319654;13778.803874283629;-221.19612571637117;-1.5799723265455083;312.4427630760838;6h
jma;XRP/EUR;Long;1.0;463;5.399568034557236;12581.737280423633;-1418.262719576367;-10.130447996974052;1420.4347602900743;6h
jma;XRP/EUR;Long;1.5;463;11.447084233261338;13327.985192671396;-672.0148073286036;-4.800105766632883;729.7604309930848;6h
jma;XRP/EUR;Long;2.0;463;12.958963282937367;13654.997127938723;-345.00287206127723;-2.464306229009123;407.67026269686176;6h
jma;LINK/EUR;Long;None;505;9.900990099009901;13695.109127397287;-304.890872602713;-2.1777919471622353;434.5160919201335;6h
jma;LINK/EUR;Long;1.0;505;4.356435643564356;12507.716594191563;-1492.2834058084372;-10.65916718434598;1546.6673838696825;6h
jma;LINK/EUR;Long;1.5;505;7.524752475247524;13167.27487541578;-832.7251245842199;-5.948036604173;954.4491375647231;6h
jma;LINK/EUR;Long;2.0;505;8.91089108910891;13524.148827960746;-475.8511720392544;-3.3989369431375316;604.5806682321145;6h
jma;LUNC/USDT;Long;None;488;11.885245901639344;13788.723002488308;-211.27699751169166;-1.5091214107977975;357.35965021015545;6h
jma;LUNC/USDT;Long;1.0;488;4.30327868852459;12462.640238096745;-1537.3597619032553;-10.981141156451823;1589.9928403273534;6h
jma;LUNC/USDT;Long;1.5;488;8.811475409836065;13248.402891305366;-751.5971086946338;-5.368550776390242;861.1964287144056;6h
jma;LUNC/USDT;Long;2.0;488;11.065573770491802;13619.365946657099;-380.6340533429011;-2.7188146667350077;488.8918550204198;6h
jma;SOL/EUR;Long;None;462;12.554112554112553;13791.502055764324;-208.4979442356762;-1.48927103025483;328.81915169649074;6h
jma;SOL/EUR;Long;1.0;462;4.545454545454546;12346.796785894525;-1653.2032141054751;-11.80859438646768;1669.898691436225;6h
jma;SOL/EUR;Long;1.5;462;9.523809523809524;13118.548360231385;-881.4516397686148;-6.296083141204391;968.4463070757392;6h
jma;SOL/EUR;Long;2.0;462;11.688311688311687;13558.214388181925;-441.78561181807527;-3.155611512986252;525.4890386565203;6h
jma;SUI/EUR;Long;None;447;11.856823266219239;13838.593222412534;-161.40677758746642;-1.1529055541961886;275.26503634581786;6h
jma;SUI/EUR;Long;1.0;447;5.369127516778524;12724.861504925977;-1275.138495074023;-9.108132107671594;1328.4632988191588;6h
jma;SUI/EUR;Long;1.5;447;9.172259507829978;13360.498808580329;-639.5011914196712;-4.567865652997651;692.6230246468367;6h
jma;SUI/EUR;Long;2.0;447;11.185682326621924;13647.906359931047;-352.0936400689534;-2.5149545719210957;455.52207258169256;6h
jma;TNSR/USDC;Long;None;461;12.364425162689804;13793.036817093729;-206.96318290627096;-1.478308449330507;313.46697737837894;6h
jma;TNSR/USDC;Long;1.0;461;5.856832971800434;12616.218949924396;-1383.781050075604;-9.884150357682886;1425.9919801628512;6h
jma;TNSR/USDC;Long;1.5;461;10.195227765726681;13211.503915187006;-788.496084812994;-5.632114891521386;843.6195122048648;6h
jma;TNSR/USDC;Long;2.0;461;11.930585683297181;13611.718242434248;-388.28175756575183;-2.773441125469656;441.55275370215895;6h
jma;ZEC/USDC;Long;None;453;11.479028697571744;13781.797506427469;-218.20249357253124;-1.5585892398037946;298.45099487735024;6h
jma;ZEC/USDC;Long;1.0;453;5.077262693156733;12595.383323840864;-1404.6166761591357;-10.032976258279541;1396.6924558233895;6h
jma;ZEC/USDC;Long;1.5;453;9.050772626931568;13338.936696343704;-661.0633036562958;-4.7218807404021135;732.4584792718342;6h
jma;ZEC/USDC;Long;2.0;453;10.596026490066226;13612.834396296701;-387.165603703299;-2.765468597880707;466.5609368539972;6h
kama;BTC/EUR;Long;None;170;21.764705882352942;14382.330224396468;382.3302243964681;2.7309301742604863;76.756182009658;6h
kama;BTC/EUR;Long;1.0;170;2.941176470588235;13382.240156782298;-617.7598432177019;-4.412570308697871;650.2266522470436;6h
kama;BTC/EUR;Long;1.5;170;15.294117647058824;14015.590611773428;15.590611773428463;0.11136151266734617;157.01098393599932;6h
kama;BTC/EUR;Long;2.0;170;20.588235294117645;14311.077527198293;311.07752719829296;2.221982337130664;96.9238781389995;6h
kama;ETH/EUR;Long;None;159;20.754716981132077;14531.256134085874;531.2561340858738;3.7946866720419554;75.67001715341212;6h
kama;ETH/EUR;Long;1.0;159;6.289308176100629;13659.543863124334;-340.45613687566583;-2.431829549111899;428.7471079783827;6h
