Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldDays;MaxHoldBars;BarsHeld
2025-11-16 12:00:00+01:00;82296,28;2025-11-16 17:00:00+01:00;81011,55;2000,0;4,0;Time exit (5 bars);27,222067388708112;16027,222067388708;Short;2;5;5
2025-11-17 13:00:00+01:00;82080,67;2025-11-17 18:00:00+01:00;79906,02;2003,4027584235885;4,0068055168471775;Time exit (5 bars);49,07146258946634;16076,293529978175;Short;2;5;5
2025-11-18 02:00:00+01:00;78985,26;2025-11-18 07:00:00+01:00;77114,84;2009,5366912472718;4,019073382494544;Time exit (5 bars);43,56800321942737;16119,861533197602;Short;2;5;5
2025-11-19 11:00:00+01:00;78872,97;2025-11-19 16:00:00+01:00;77831,31;2014,9826916497002;4,029965383299401;Time exit (5 bars);22,581519775479755;16142,443052973082;Short;2;5;5
2025-11-21 00:00:00+01:00;75030,45;2025-11-21 05:00:00+01:00;74512,18;2017,8053816216352;4,0356107632432705;Time exit (5 bars);9,90230371192052;16152,345356685002;Short;2;5;5
2025-11-21 07:00:00+01:00;74061,11;2025-11-21 12:00:00+01:00;71447,07;2019,0431695856253;4,038086339171251;Time exit (5 bars);67,22549055055663;16219,570847235558;Short;2;5;5
2025-11-21 16:00:00+01:00;72020,78;2025-11-21 21:00:00+01:00;73389,91;2027,4463559044448;4,05489271180889;Time exit (5 bars);-42,59706941774657;16176,973777817811;Short;2;5;5
2025-11-21 23:00:00+01:00;73169,04;2025-11-22 04:00:00+01:00;73321,58;2022,1217222272264;4,044243444454453;Time exit (5 bars);-8,259885026038106;16168,713892791773;Short;2;5;5
2025-11-22 09:00:00+01:00;72990,58;2025-11-22 14:00:00+01:00;72950,46;2021,0892365989716;4,042178473197944;Time exit (5 bars);-2,931266624404013;16165,782626167369;Short;2;5;5
2025-11-25 14:00:00+01:00;75347,99;2025-11-25 19:00:00+01:00;75348,01;2020,7228282709211;4,041445656541843;Time exit (5 bars);-4,041982027273753;16161,740644140094;Short;2;5;5
2025-11-26 09:00:00+01:00;75557,81;2025-11-26 14:00:00+01:00;75434,28;2020,2175805175118;4,040435161035024;Time exit (5 bars);-0,7375670958895957;16161,003077044204;Short;2;5;5
2025-11-26 15:00:00+01:00;75081,55;2025-11-26 20:00:00+01:00;77619,1;2020,1253846305256;4,040250769261052;Time exit (5 bars);-72,31493569211088;16088,688141352093;Short;2;5;5
2025-11-28 17:00:00+01:00;78478,44;2025-11-28 22:00:00+01:00;78393,34;2011,0860176690117;4,0221720353380235;Time exit (5 bars);-1,841402130843941;16086,84673922125;Short;2;5;5
2025-11-29 00:00:00+01:00;78428,58;2025-11-29 05:00:00+01:00;78451,83;2010,8558424026562;4,021711684805313;Time exit (5 bars);-4,617825988237324;16082,228913233012;Short;2;5;5
2025-11-29 06:00:00+01:00;78318,83;2025-11-29 11:00:00+01:00;78175,92;2010,2786141541264;4,020557228308253;Time exit (5 bars);-0,3523599793353913;16081,876553253676;Short;2;5;5
2025-11-29 18:00:00+01:00;78082,7;2025-11-29 23:00:00+01:00;78341,79;2010,2345691567095;4,020469138313419;Time exit (5 bars);-10,690726116143397;16071,185827137533;Short;2;5;5
2025-11-30 03:00:00+01:00;78366,13;2025-11-30 08:00:00+01:00;78538,44;2008,8982283921916;4,017796456784383;Time exit (5 bars);-8,434924796977448;16062,750902340556;Short;2;5;5
2025-11-30 18:00:00+01:00;78963,61;2025-11-30 23:00:00+01:00;78712,5;2007,8438627925696;4,015687725585139;Time exit (5 bars);2,3694012082394833;16065,120303548796;Short;2;5;5
