Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldDays;MaxHoldBars;BarsHeld
2025-08-25 04:00:00+02:00;4075,70068359375;2025-08-27 08:00:00+02:00;3946,91845703125;2000,0;4,0;Trend flip;-67,19513455975685;15932,804865440243;Long;2;0,0;52,0
2025-08-27 10:00:00+02:00;3964,74169921875;2025-08-29 15:00:00+02:00;3711,64794921875;1991,6006081800303;3,9832012163600607;Trend flip;-131,1192682458691;15801,685597194373;Long;2;0,0;53,0
2025-08-30 17:00:00+02:00;3742,582275390625;2025-09-01 22:00:00+02:00;3660,565673828125;1975,2106996492967;3,9504213992985933;Trend flip;-47,23606137583452;15754,44953581854;Long;2;0,0;53,0
2025-09-02 15:00:00+02:00;3754,464599609375;2025-09-04 15:00:00+02:00;3760,220947265625;1969,3061919773174;3,9386123839546348;Trend flip;-0,919270802253032;15753,530265016287;Long;2;0,0;48,0
2025-09-07 09:00:00+02:00;3665,51123046875;2025-09-09 12:00:00+02:00;3699,40966796875;1969,1912831270358;3,938382566254072;Trend flip;14,272585410534868;15767,802850426822;Long;2;0,0;51,0
2025-09-09 13:00:00+02:00;3702,725341796875;2025-09-11 14:00:00+02:00;3777,410888671875;1970,9753563033528;3,9419507126067055;Trend flip;35,813461524161674;15803,616311950984;Long;2;0,0;49,0
2025-09-11 19:00:00+02:00;3776,53515625;2025-09-14 05:00:00+02:00;3975,728515625;1975,452038993873;3,950904077987746;Trend flip;100,24432028796656;15903,86063223895;Long;2;0,0;58,0
2025-09-18 10:00:00+02:00;3891,0576171875;2025-09-20 10:00:00+02:00;3805,956298828125;1987,9825790298687;3,9759651580597373;Trend flip;-47,455130720557214;15856,405501518393;Long;2;0,0;48,0
2025-09-20 22:00:00+02:00;3820,977783203125;2025-09-23 03:00:00+02:00;3529,727294921875;1982,0506876897991;3,9641013753795984;Trend flip;-155,04407706262717;15701,361424455767;Long;2;0,0;53,0
2025-09-24 16:00:00+02:00;3573,636962890625;2025-09-26 16:00:00+02:00;3361,096923828125;1962,6701780569708;3,9253403561139417;Trend flip;-120,65404017726576;15580,707384278501;Long;2;0,0;48,0
