Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldDays;MaxHoldBars;BarsHeld
2025-11-17 04:00:00+01:00;695,52;2025-11-19 08:00:00+01:00;602,49;2000,0;4,0;Trend flip;263,5120772946859;16263,512077294687;Short;2;0;52
2025-11-20 20:00:00+01:00;689,67;2025-11-22 22:00:00+01:00;511,92;2032,9390096618358;4,065878019323672;Trend flip;519,8874749863039;16783,39955228099;Short;2;0;50
2025-11-24 05:00:00+01:00;569,45;2025-11-24 19:00:00+01:00;594,6481186897844;2097,9249440351236;4,1958498880702475;ATR stop;-97,02886725931654;16686,370685021673;Short;2;0;14
2025-11-24 20:00:00+01:00;561,78;2025-11-26 21:00:00+01:00;520,93;2085,796335627709;4,171592671255419;Trend flip;147,49770903117607;16833,86839405285;Short;2;0;49
2025-11-27 04:00:00+01:00;518,5;2025-11-29 09:00:00+01:00;468,43;2104,2335492566062;4,208467098513212;Trend flip;198,9910966648007;17032,859490717652;Short;2;0;53
2025-11-29 15:00:00+01:00;456,18;2025-11-30 02:00:00+01:00;468,0025477983423;2129,1074363397065;4,258214872679413;ATR stop;-59,437035588037716;16973,422455129614;Short;2;0;11
2025-11-30 03:00:00+01:00;462,83;2025-12-02 07:00:00+01:00;336,56;2121,6778068912017;4,243355613782404;Trend flip;574,5960814930429;17548,018536622658;Short;2;0;52
2025-12-02 08:00:00+01:00;327,02;2025-12-02 15:00:00+01:00;345,06391805193994;2193,5023170778322;4,387004634155665;ATR stop;-125,41744942680693;17422,60108719585;Short;2;0;7
2025-12-05 21:00:00+01:00;357,46;2025-12-08 00:00:00+01:00;342,76;2177,825135899481;4,355650271798963;Trend flip;85,20410326068676;17507,805190456536;Short;2;0;51
2025-12-10 07:00:00+01:00;439,16;2025-12-11 13:00:00+01:00;454,1685790855248;2188,475648807067;4,376951297614134;ATR stop;-79,16953225185867;17428,63565820468;Short;2;0;30
2025-12-13 08:00:00+01:00;465,26;2025-12-15 10:00:00+01:00;409,98;2178,579457275585;4,35715891455117;Trend flip;254,49138254225636;17683,127040746935;Short;2;0;50
2025-12-15 14:00:00+01:00;408,4;2025-12-17 17:00:00+01:00;400,26;2210,390880093367;4,420781760186734;Trend flip;39,63549092335875;17722,762531670294;Short;2;0;51
2025-12-17 18:00:00+01:00;392,65;2025-12-19 08:00:00+01:00;406,91489809984;2215,345316458787;4,430690632917574;ATR stop;-84,91375492743545;17637,84877674286;Short;2;0;38
2025-12-21 07:00:00+01:00;444,31;2025-12-22 02:00:00+01:00;451,7158178741215;2204,7310970928575;4,409462194185715;ATR stop;-41,15821186554537;17596,690564877314;Short;2;0;19
2025-12-22 14:00:00+01:00;448,65;2025-12-24 19:00:00+01:00;442,46;2199,586320609664;4,399172641219328;Trend flip;25,948401914835095;17622,63896679215;Short;2;0;53
2025-12-25 19:00:00+01:00;442,74;2025-12-27 02:00:00+01:00;451,3263392767324;2202,829870849019;4,405659741698038;ATR stop;-47,12654477587233;17575,51242201628;Short;2;0;31
