Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldDays;MaxHoldBars;BarsHeld
2025-11-26 17:00:00+01:00;2541,53;2025-11-26 22:00:00+01:00;2606,84;2000,0;4,0;Time exit (5 bars);47,39423890333771;16047,394238903338;Long;2;5;5
2025-11-27 17:00:00+01:00;2605,61;2025-11-27 22:00:00+01:00;2616,06;2005,9242798629173;4,011848559725834;Time exit (5 bars);4,033065577296636;16051,427304480634;Long;2;5;5
2025-11-28 05:00:00+01:00;2604,69;2025-11-28 10:00:00+01:00;2641,57;2006,4284130600793;4,012856826120158;Time exit (5 bars);24,396312738647985;16075,823617219283;Long;2;5;5
2025-11-28 18:00:00+01:00;2618,72;2025-11-28 23:00:00+01:00;2622,3;2009,4779521524104;4,01895590430482;Time exit (5 bars);-1,2718385841230533;16074,55177863516;Long;2;5;5
2025-11-30 08:00:00+01:00;2594,67;2025-11-30 13:00:00+01:00;2612,42;2009,318972329395;4,01863794465879;Time exit (5 bars);9,72700668793293;16084,278785323093;Long;2;5;5
2025-12-02 11:00:00+01:00;2433,6;2025-12-02 16:00:00+01:00;2589,78;2010,5348481653866;4,021069696330773;Time exit (5 bars);125,00807748745895;16209,286862810552;Long;2;5;5
2025-12-02 22:00:00+01:00;2577,35;2025-12-03 03:00:00+01:00;2605,22;2026,160857851319;4,052321715702638;Time exit (5 bars);17,85743175523303;16227,144294565785;Long;2;5;5
2025-12-04 07:00:00+01:00;2749,46;2025-12-04 12:00:00+01:00;2729,77;2028,3930368207232;4,0567860736414465;Time exit (5 bars);-18,58293262423689;16208,561361941549;Long;2;5;5
2025-12-04 16:00:00+01:00;2749,92;2025-12-04 21:00:00+01:00;2698,91;2026,0701702426936;4,052140340485387;Time exit (5 bars);-41,63499343587734;16166,926368505672;Long;2;5;5
2025-12-05 03:00:00+01:00;2732,76;2025-12-05 08:00:00+01:00;2722,01;2020,865796063209;4,0417315921264185;Time exit (5 bars);-11,991316373695051;16154,935052131977;Long;2;5;5
2025-12-06 12:00:00+01:00;2614,06;2025-12-06 17:00:00+01:00;2624,83;2019,3668815164972;4,038733763032995;Time exit (5 bars);4,28111402696901;16159,216166158947;Long;2;5;5
2025-12-06 22:00:00+01:00;2617,42;2025-12-07 03:00:00+01:00;2626,57;2019,9020207698684;4,039804041539737;Time exit (5 bars);3,0213873186716462;16162,237553477618;Long;2;5;5
2025-12-07 13:00:00+01:00;2621,26;2025-12-07 18:00:00+01:00;2676,64;2020,2796941847023;4,040559388369405;Time exit (5 bars);38,64238296147308;16200,87993643909;Long;2;5;5
2025-12-08 00:00:00+01:00;2630,03;2025-12-08 05:00:00+01:00;2685,55;2025,1099920548863;4,050219984109773;Time exit (5 bars);38,69990330683643;16239,579839745928;Long;2;5;5
2025-12-08 14:00:00+01:00;2702,01;2025-12-08 19:00:00+01:00;2658,75;2029,947479968241;4,059894959936482;Time exit (5 bars);-36,55997008305836;16203,019869662869;Long;2;5;5
2025-12-08 21:00:00+01:00;2695,98;2025-12-09 02:00:00+01:00;2668,99;2025,3774837078586;4,050754967415717;Time exit (5 bars);-24,327217806633954;16178,692651856234;Long;2;5;5
2025-12-09 13:00:00+01:00;2696,79;2025-12-09 18:00:00+01:00;2899,04;2022,3365814820293;4,044673162964059;Time exit (5 bars);147,62363382598966;16326,316285682224;Long;2;5;5
2025-12-09 23:00:00+01:00;2862,0;2025-12-10 04:00:00+01:00;2845,81;2040,789535710278;4,081579071420556;Time exit (5 bars);-15,626087311514725;16310,690198370708;Long;2;5;5
2025-12-10 05:00:00+01:00;2856,81;2025-12-10 10:00:00+01:00;2877,84;2038,8362747963386;4,077672549592677;Time exit (5 bars);10,9309303532841;16321,621128723993;Long;2;5;5
2025-12-10 12:00:00+01:00;2853,72;2025-12-10 17:00:00+01:00;2878,18;2040,2026410904991;4,080405282180998;Time exit (5 bars);13,406719103208491;16335,027847827201;Long;2;5;5
2025-12-10 23:00:00+01:00;2863,36;2025-12-11 04:00:00+01:00;2731,6;2041,8784809784001;4,083756961956801;Time exit (5 bars);-98,0425706122538;16236,985277214948;Long;2;5;5
2025-12-11 19:00:00+01:00;2726,91;2025-12-12 00:00:00+01:00;2758,1;2029,6231596518685;4,059246319303737;Time exit (5 bars);19,155288208620505;16256,140565423568;Long;2;5;5
2025-12-12 02:00:00+01:00;2757,31;2025-12-12 07:00:00+01:00;2772,64;2032,017570677946;4,064035141355892;Time exit (5 bars);7,233508246399842;16263,374073669967;Long;2;5;5
2025-12-19 19:00:00+01:00;2529,65;2025-12-20 00:00:00+01:00;2542,95;2032,921759208746;4,065843518417492;Time exit (5 bars);6,622536058787168;16269,996609728754;Long;2;5;5
2025-12-21 04:00:00+01:00;2538,75;2025-12-21 09:00:00+01:00;2555,05;2033,7495762160943;4,067499152432188;Time exit (5 bars);8,990154453603346;16278,986764182358;Long;2;5;5
2025-12-21 17:00:00+01:00;2548,9;2025-12-21 22:00:00+01:00;2537,23;2034,8733455227948;4,06974669104559;Time exit (5 bars);-13,386303614522838;16265,600460567835;Long;2;5;5
2025-12-21 23:00:00+01:00;2556,31;2025-12-22 04:00:00+01:00;2576,89;2033,2000575709794;4,066400115141959;Time exit (5 bars);12,302216048316545;16277,902676616151;Long;2;5;5
2025-12-22 23:00:00+01:00;2559,59;2025-12-23 04:00:00+01:00;2539,89;2034,737834577019;4,069475669154038;Time exit (5 bars);-19,72992728100118;16258,17274933515;Long;2;5;5
