Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldDays;MaxHoldBars;BarsHeld
2025-07-16 06:00:00+02:00;6,297484651440755e-05;2025-07-19 00:00:00+02:00;6,657985068159178e-05;2000,0;4,0;Trend flip;110,49028832041606;16110,490288320416;Long;2;0;66
2025-07-19 07:00:00+02:00;6,71803645673208e-05;2025-07-19 09:00:00+02:00;6,565742286974506e-05;2013,811286040052;4,027622572080104;ATR stop;-49,679610296643155;16060,810678023772;Long;2;0;2
2025-07-19 21:00:00+02:00;6,64949111524038e-05;2025-07-21 21:00:00+02:00;6,98549411026761e-05;2007,6013347529715;4,0152026695059435;Trend flip;97,43016354078878;16158,24084156456;Long;2;0;48
2025-07-22 00:00:00+02:00;7,059437484713271e-05;2025-07-22 03:00:00+02:00;6,9285538206111e-05;2019,78010519557;4,03956021039114;ATR stop;-41,48676778480638;16116,754073779754;Long;2;0;3
2025-07-23 00:00:00+02:00;6,86409548507072e-05;2025-07-23 11:00:00+02:00;6,762178236533354e-05;2014,5942592224692;4,029188518444938;ATR stop;-33,94163718203063;16082,812436597724;Long;2;0;11
2025-08-08 08:00:00+02:00;6,10948700341396e-05;2025-08-10 08:00:00+02:00;6,272878817981109e-05;2010,3515545747155;4,020703109149431;Trend flip;49,744038224501054;16132,556474822224;Long;2;0;48
2025-08-10 16:00:00+02:00;6,252963066799566e-05;2025-08-11 13:00:00+02:00;6,167251622621014e-05;2016,569559352778;4,033139118705556;ATR stop;-31,674928678658855;16100,881546143566;Long;2;0;21
2025-08-13 16:00:00+02:00;6,202969962032512e-05;2025-08-14 10:00:00+02:00;6,126117459091292e-05;2012,6101932679458;4,025220386535891;ATR stop;-28,96071608366045;16071,920830059906;Long;2;0;18
2025-08-16 16:00:00+02:00;6,176641181809828e-05;2025-08-18 03:00:00+02:00;6,035530578993874e-05;2008,9901037574882;4,017980207514976;ATR stop;-49,91506184913278;16022,005768210773;Long;2;0;35
2025-08-23 07:00:00+02:00;6,273934559430927e-05;2025-08-23 13:00:00+02:00;6,194153065830608e-05;2002,7507210263466;4,005501442052693;ATR stop;-29,473163292687303;15992,532604918086;Long;2;0;6
2025-08-23 18:00:00+02:00;6,272702739806846e-05;2025-08-24 03:00:00+02:00;6,203594918313695e-05;1999,0665756147607;3,9981331512295215;ATR stop;-26,022313443369814;15966,510291474717;Long;2;0;9
2025-09-09 05:00:00+02:00;5,988191696815193e-05;2025-09-11 11:00:00+02:00;6,043938265065663e-05;1995,8137864343396;3,9916275728686794;Trend flip;14,588233442580314;15981,098524917297;Long;2;0;54
2025-09-12 18:00:00+02:00;6,078977821744047e-05;2025-09-14 15:00:00+02:00;6,031991975417843e-05;1997,6373156146622;3,9952746312293246;ATR stop;-19,435482291015358;15961,663042626282;Long;2;0;45
2025-09-15 00:00:00+02:00;6,062275497242808e-05;2025-09-15 01:00:00+02:00;6,0095436825212266e-05;1995,2078803282852;3,9904157606565707;ATR stop;-21,34543902285584;15940,317603603426;Long;2;0;1
2025-09-15 07:00:00+02:00;6,0587590269278735e-05;2025-09-15 08:00:00+02:00;6,0068165795869534e-05;1992,5397004504282;3,9850794009008563;ATR stop;-21,067354501354536;15919,250249102071;Long;2;0;1
2025-09-29 16:00:00+02:00;5,51970733795315e-05;2025-09-29 18:00:00+02:00;5,455562051524628e-05;1989,906281137759;3,979812562275518;ATR stop;-27,10479012980558;15892,145458972265;Long;2;0;2
2025-09-29 22:00:00+02:00;5,50717995793093e-05;2025-09-30 02:00:00+02:00;5,444286373647894e-05;1986,5181823715332;3,9730363647430664;ATR stop;-26,65964724130285;15865,485811730963;Long;2;0;4
2025-10-02 18:00:00+02:00;5,708184471586719e-05;2025-10-03 08:00:00+02:00;5,6433945918719316e-05;1983,1857264663704;3,9663714529327407;ATR stop;-26,476219428137185;15839,009592302826;Long;2;0;14
2025-10-03 16:00:00+02:00;5,6725846661720425e-05;2025-10-04 11:00:00+02:00;5,620885057237315e-05;1979,8761990378532;3,9597523980757066;ATR stop;-22,004229696024154;15817,005362606802;Long;2;0;19
2025-10-05 04:00:00+02:00;5,6523887906223536e-05;2025-10-05 18:00:00+02:00;5,5998063943666715e-05;1977,1256703258503;3,9542513406517004;ATR stop;-22,346829999931817;15794,65853260687;Long;2;0;14
2025-10-06 08:00:00+02:00;5,561897705774754e-05;2025-10-07 16:00:00+02:00;5,504555432074933e-05;1974,3323165758588;3,9486646331517177;ATR stop;-24,30371430512789;15770,354818301743;Long;2;0;32
2025-10-20 21:00:00+02:00;4,313957470003516e-05;2025-10-21 03:00:00+02:00;4,251758247020807e-05;1971,2943522877179;3,942588704575436;ATR stop;-32,364977621265105;15737,989840680477;Long;2;0;6
2025-10-22 06:00:00+02:00;4,810756217921153e-05;2025-10-22 08:00:00+02:00;4,638388925094532e-05;1967,2487300850596;3,9344974601701193;ATR stop;-74,42015970557448;15663,569680974902;Long;2;0;2
2025-10-23 07:00:00+02:00;4,419210381456651e-05;2025-10-26 02:00:00+01:00;4,6361532440641895e-05;1957,9462101218628;3,9158924202437255;Trend flip;92,2013817058659;15755,771062680767;Long;2;0;68
2025-10-26 05:00:00+01:00;4,6442051825579256e-05;2025-10-27 13:00:00+01:00;4,6030450084858995e-05;1969,471382835096;3,938942765670192;ATR stop;-21,393766952124043;15734,377295728644;Long;2;0;32
2025-10-27 17:00:00+01:00;4,6333374484675005e-05;2025-10-27 21:00:00+01:00;4,578382977816338e-05;1966,7971619660805;3,933594323932161;ATR stop;-27,26111970195181;15707,116176026691;Long;2;0;4
2025-10-28 15:00:00+01:00;4,585880742524751e-05;2025-10-28 20:00:00+01:00;4,5241262681823914e-05;1963,3895220033364;3,9267790440066728;ATR stop;-30,366212310616262;15676,749963716074;Long;2;0;5
2025-10-29 18:00:00+01:00;4,5402102841762826e-05;2025-10-29 19:00:00+01:00;4,4783551675596835e-05;1959,5937454645093;3,9191874909290187;ATR stop;-30,61638697292534;15646,133576743148;Long;2;0;1
2025-12-06 01:00:00+01:00;5,91306816204451e-05;2025-12-07 17:00:00+01:00;5,1604382470933664e-05;1955,7666970928935;3,911533394185787;ATR stop;-252,8463473619575;15393,28722938119;Long;2;0;40
2025-12-10 03:00:00+01:00;6,305675924522802e-05;2025-12-10 08:00:00+01:00;5,9848317008714005e-05;1924,1609036726488;3,8483218073452976;ATR stop;-101,75311721846542;15291,534112162724;Long;2;0;5
2025-12-10 09:00:00+01:00;6,24683962087147e-05;2025-12-10 14:00:00+01:00;5,9121330572017675e-05;1911,4417640203405;3,822883528040681;ATR stop;-106,23820764688682;15185,295904515837;Long;2;0;5
2025-12-11 05:00:00+01:00;6,263764953473583e-05;2025-12-11 12:00:00+01:00;5,8216943215997094e-05;1898,1619880644796;3,796323976128959;ATR stop;-137,76074883809568;15047,53515567774;Long;2;0;7
