symbol,direction,indicator,htf,param_desc,entry_time,entry_price,exit_time,exit_price,stake,fees,pnl,equity_after,reason,size_units,Zeit,ExitZeit,Entry,ExitPreis
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-06T18:00:00+01:00,5.0273,2025-01-07T18:00:00+01:00,4.6681,1600.0,3.2,111.11981381656169,16111.119813816562,"Time-based exit (2 bars, optimal=2)",318.2622879080222,2025-01-06T18:00:00+01:00,2025-01-07T18:00:00+01:00,5.0273,4.6681
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-07T22:00:00+01:00,4.6582,2025-01-08T22:00:00+01:00,4.5478,1611.1119813816563,3.2222239627633127,34.96135826739754,16146.08117208396,"Time-based exit (2 bars, optimal=2)",345.86578107029675,2025-01-07T22:00:00+01:00,2025-01-08T22:00:00+01:00,4.6582,4.5478
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-09T04:00:00+01:00,4.6363,2025-01-10T18:00:00+01:00,5.065,1614.608117208396,3.229216234416792,-152.52553007244265,15993.555642011517,Trend flip,348.2535895451968,2025-01-09T04:00:00+01:00,2025-01-10T18:00:00+01:00,4.6363,5.065
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-12T00:00:00+01:00,4.8465,2025-01-13T00:00:00+01:00,4.6212,1599.3555642011518,3.1987111284023038,71.15077997126122,16064.706421982779,"Time-based exit (2 bars, optimal=2)",330.00217975882634,2025-01-12T00:00:00+01:00,2025-01-13T00:00:00+01:00,4.8465,4.6212
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-13T02:00:00+01:00,4.5677,2025-01-14T02:00:00+01:00,4.5525,1606.4706421982778,3.2129412843965555,2.132933830303181,16066.839355813083,"Time-based exit (2 bars, optimal=2)",351.7023101776119,2025-01-13T02:00:00+01:00,2025-01-14T02:00:00+01:00,4.5677,4.5525
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-14T06:00:00+01:00,4.4695,2025-01-15T06:00:00+01:00,4.4125,1606.6839355813083,3.2133678711626166,17.276840055481347,16084.116195868564,"Time-based exit (2 bars, optimal=2)",359.4773320463829,2025-01-14T06:00:00+01:00,2025-01-15T06:00:00+01:00,4.4695,4.4125
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-15T06:00:00+01:00,4.4125,2025-01-16T12:00:00+01:00,4.5336,1608.4116195868564,3.216823239173713,-47.35929284415245,16036.756903024412,Trend flip,364.5125483482961,2025-01-15T06:00:00+01:00,2025-01-16T12:00:00+01:00,4.4125,4.5336
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-18T03:00:00+01:00,4.7382,2025-01-19T03:00:00+01:00,4.7504,1603.6756903024411,3.2073513806048823,-7.336523518059984,16029.420379506351,"Time-based exit (2 bars, optimal=2)",338.45673257828736,2025-01-18T03:00:00+01:00,2025-01-19T03:00:00+01:00,4.7382,4.7504
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-19T09:00:00+01:00,4.6899,2025-01-20T09:00:00+01:00,4.6466,1602.942037950635,3.2058840759012703,11.593448584339166,16041.01382809069,"Time-based exit (2 bars, optimal=2)",341.78597367761256,2025-01-19T09:00:00+01:00,2025-01-20T09:00:00+01:00,4.6899,4.6466
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-20T13:00:00+01:00,4.4462,2025-01-21T13:00:00+01:00,4.3081,1604.101382809069,3.208202765618138,46.615557066583136,16087.629385157274,"Time-based exit (2 bars, optimal=2)",360.78030291239014,2025-01-20T13:00:00+01:00,2025-01-21T13:00:00+01:00,4.4462,4.3081
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-22T07:00:00+01:00,4.4423,2025-01-23T07:00:00+01:00,4.2187,1608.7629385157275,3.2175258770314548,77.7584084480067,16165.38779360528,"Time-based exit (2 bars, optimal=2)",362.1463968024959,2025-01-22T07:00:00+01:00,2025-01-23T07:00:00+01:00,4.4423,4.2187
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-23T07:00:00+01:00,4.2187,2025-01-24T07:00:00+01:00,4.2137,1616.538779360528,3.233077558721056,-1.3171570389394958,16164.07063656634,"Time-based exit (2 bars, optimal=2)",383.1841039563202,2025-01-23T07:00:00+01:00,2025-01-24T07:00:00+01:00,4.2187,4.2137
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-24T16:00:00+01:00,4.2036,2025-01-25T16:00:00+01:00,4.0022,1616.4070636566341,3.2328141273132682,74.21137243193249,16238.282008998274,"Time-based exit (2 bars, optimal=2)",384.5292281988377,2025-01-24T16:00:00+01:00,2025-01-25T16:00:00+01:00,4.2036,4.0022
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-26T00:00:00+01:00,3.9396,2025-01-27T00:00:00+01:00,3.6978,1623.8282008998274,3.247656401799655,96.4177053043579,16334.699714302633,"Time-based exit (2 bars, optimal=2)",412.18098306930335,2025-01-26T00:00:00+01:00,2025-01-27T00:00:00+01:00,3.9396,3.6978
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-28T07:00:00+01:00,3.7618,2025-01-29T07:00:00+01:00,3.6052,1633.4699714302633,3.266939942860527,64.73279356928242,16399.432507871916,"Time-based exit (2 bars, optimal=2)",434.225629068601,2025-01-28T07:00:00+01:00,2025-01-29T07:00:00+01:00,3.7618,3.6052
SUI/EUR,Short,jma,12h,"ParamA=50.0, ParamB=50.0, ATR=None",2025-01-29T10:00:00+01:00,3.5606,2025-01-31T06:00:00+01:00,4.0169,1639.9432507871916,3.279886501574383,-213.44280997913296,16185.989697892783,Trend flip,460.58059057102497,2025-01-29T10:00:00+01:00,2025-01-31T06:00:00+01:00,3.5606,4.0169
